time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.195000,-0.325781342503,1.01204506598,0.0196829079216,0.593956151609,2.09861827466,0.0282069428451,0.433194365814,-0.0304970759898,0.26660403881,0.334155750429,0.107892128812,0.968294845828,0.127304950823,-0.264184751801,0.028371298706,-0.000551005883608
0.195000,-0.325781342503,1.01204506598,0.0196829079216,0.593956151609,2.09861827466,0.0282069428451,0.433194365814,-0.0304970759898,0.26660403881,0.334155750429,0.107892128812,0.968294845828,0.127304950823,-0.264184751801,0.028371298706,-0.000551005883608
0.207000,-0.325781342503,1.01204506598,0.0196829079216,0.593956151609,2.09861827466,0.0282069428451,0.433194365814,-0.0304970759898,0.26660403881,0.334155750429,0.107892128812,0.968294845828,0.127304950823,-0.264184751801,0.028371298706,-0.000551005883608
0.215000,-0.325776971734,1.01204228694,0.019680096513,0.593962143152,2.09862125303,0.0282107419669,0.433202650832,-0.0289441198111,0.266326856954,0.334196796256,0.107881579111,0.968591732999,0.127289386743,-0.26405362503,0.0284522599286,-7.16450667824e-05
0.225000,-0.325776971734,1.01204228694,0.019680096513,0.593962143152,2.09862125303,0.0282107419669,0.433202650832,-0.0289441198111,0.266326856954,0.334196796256,0.107881579111,0.968591732999,0.127289386743,-0.26405362503,0.0284522599286,-7.16450667824e-05
0.237000,-0.325776421763,1.01204471008,0.0196875036907,0.593956126643,2.09862778451,0.0281999036497,0.433201128948,-0.0289441198111,0.266058366626,0.334232186992,0.107860741471,0.968903376812,0.127266801998,-0.26398600191,0.028497860506,-7.16450667824e-05
0.245000,-0.325776421763,1.01204471008,0.0196875036907,0.593956126643,2.09862778451,0.0281999036497,0.433201128948,-0.0287595558912,0.266058366626,0.334232186992,0.107860741471,0.968903376812,0.127266801998,-0.26398600191,0.028497860506,-7.05362253939e-06
0.257000,-0.325775531599,1.01203947603,0.0196784139728,0.593969636547,2.09861779241,0.0282163422945,0.433202694957,-0.0287595558912,0.265779808972,0.334261879793,0.107868075437,0.969215273696,0.127269818583,-0.263912114697,0.028588140557,-7.05362253939e-06
0.265000,-0.325775531599,1.01203947603,0.0196784139728,0.593969636547,2.09861779241,0.0282163422945,0.433202694957,-0.0287595558912,0.265779808972,0.334261879793,0.107868075437,0.969215273696,0.127269818583,-0.263912114697,0.028588140557,-7.05362253939e-06
0.275000,-0.325772210841,1.01204771659,0.019675972925,0.593944130004,2.0986263992,0.0282024488274,0.433201030313,-0.0287595558912,0.265531526207,0.334299937978,0.107847054538,0.969492432564,0.127292448873,-0.263779087041,0.0286709259254,-7.05362253939e-06
0.285000,-0.325772210841,1.01204771659,0.019675972925,0.593944130004,2.0986263992,0.0282024488274,0.433201030313,-0.0307378228754,0.265531526207,0.334299937978,0.107847054538,0.969492432564,0.127292448873,-0.263779087041,0.0286709259254,1.58017007834e-06
0.295000,-0.325775801677,1.01204542741,0.0196788246989,0.59394431771,2.09862534349,0.0281975573057,0.433199748301,-0.0307378228754,0.265268125491,0.334329092862,0.107850411188,0.969808132559,0.127254639227,-0.263749492839,0.0287086281758,1.58017007834e-06
0.305000,-0.325775801677,1.01204542741,0.0196788246989,0.59394431771,2.09862534349,0.0281975573057,0.433199748301,-0.0307378228754,0.265268125491,0.334329092862,0.107850411188,0.969808132559,0.127254639227,-0.263749492839,0.0287086281758,1.58017007834e-06
0.316000,-0.325776918847,1.01204427084,0.0196830468785,0.593956002217,2.09862192788,0.0282049369386,0.433202211471,-0.0307378228754,0.265037947811,0.334367681167,0.107820695305,0.970057251204,0.127271472793,-0.263617929649,0.0287990668924,1.58017007834e-06
0.325000,-0.325776918847,1.01204427084,0.0196830468785,0.593956002217,2.09862192788,0.0282049369386,0.433202211471,-0.0284368712455,0.265037947811,0.334367681167,0.107820695305,0.970057251204,0.127271472793,-0.263617929649,0.0287990668924,-0.00086175405886
0.335000,-0.325774369035,1.01204730179,0.0196827357677,0.593954344334,2.0986290791,0.0282077762842,0.433206926706,-0.0284368712455,0.264783433757,0.334394512832,0.107841295567,0.970349073033,0.127263896475,-0.263580958945,0.0288552046068,-0.00086175405886
0.345000,-0.325774369035,1.01204730179,0.0196827357677,0.593954344334,2.0986290791,0.0282077762842,0.433206926706,-0.0284368712455,0.264783433757,0.334394512832,0.107841295567,0.970349073033,0.127263896475,-0.263580958945,0.0288552046068,-0.00086175405886
